QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3.1 Base,Bugtraq ID,Modified,Published,Remediation type,concat
20273,Oracle MySQL October 2022 Critical Patch Update (CPUOCT2022),"Remote Discovery, Unix Authenticated Discovery, Patch Available",Database,"CVE-2022-21589,CVE-2022-21595,CVE-2022-21600,CVE-2022-21605,CVE-2022-21607,CVE-2022-21592,CVE-2022-21635,CVE-2022-21638,CVE-2022-21641,CVE-2022-2097,CVE-2022-21608,CVE-2022-21617,CVE-2022-21594,CVE-2022-21599,CVE-2022-21604,CVE-2022-21611,CVE-2022-21625,CVE-2022-21632,CVE-2022-21633,CVE-2022-21637,CVE-2022-21640,CVE-2022-39400,CVE-2022-39408,CVE-2022-39410",MySQL CPUOCT2022,5,"7,2",,03/30/2023 at 02:26:07 PM (GMT+0200),10/19/2022 at 06:18:03 AM (GMT+0200),Security Patch Installation,"""20273"": ""Security Patch Installation"","
20287,Oracle Database 19c OJVM Critical Patch Update - January 2020,"Oracle Authenticated Discovery, Patch Available, Malware Associated",Database,"CVE-2020-2510,CVE-2020-2511,CVE-2020-2512,CVE-2020-2515,CVE-2020-2516,CVE-2020-2517,CVE-2020-2527,CVE-2020-2731,CVE-2020-2568,CVE-2020-2569,CVE-2019-10072,CVE-2018-11784,CVE-2019-0199,CVE-2019-0221,CVE-2019-0232,CVE-2020-2518",CPUJAN2020,"9,3","8,1",,03/04/2023 at 01:00:46 PM (GMT+0100),11/24/2022 at 02:51:10 PM (GMT+0100),Security Patch Installation,"""20287"": ""Security Patch Installation"","
20292,Oracle Database 12.2.0.1 Critical OJVM Patch Update - July 2020,"Unix Authenticated Discovery, Patch Available",Database,"CVE-2020-2969,CVE-2020-2978,CVE-2019-13990,CVE-2019-17569,CVE-2020-2968,CVE-2016-1000031",CPUJUL2020,"7,5","9,8",,04/03/2023 at 08:08:12 PM (GMT+0200),04/03/2023 at 03:15:03 PM (GMT+0200),Security Patch Installation,"""20292"": ""Security Patch Installation"","
20293,Oracle Database 12.2.0.1 Critical OJVM Patch Update - April 2019,"Unix Authenticated Discovery, Patch Available",Database,"CVE-2019-2571,CVE-2019-2582,CVE-2019-2517,CVE-2019-2516,CVE-2019-2619,CVE-2019-2518",CPUAPR2019,"7,5","9,1",,04/03/2023 at 08:08:01 PM (GMT+0200),04/03/2023 at 03:15:03 PM (GMT+0200),Security Patch Installation,"""20293"": ""Security Patch Installation"","
20300,Oracle Database 18c Critical OJVM Patch Update - January 2020,"Oracle Authenticated Discovery, Patch Available, Malware Associated",Database,"CVE-2020-2510,CVE-2020-2511,CVE-2020-2512,CVE-2020-2515,CVE-2020-2516,CVE-2020-2517,CVE-2020-2527,CVE-2020-2731,CVE-2020-2568,CVE-2020-2569,CVE-2019-10072,CVE-2018-11784,CVE-2019-0199,CVE-2019-0221,CVE-2019-0232,CVE-2020-2518",CPUJAN2020,"9,3","8,1",,03/04/2023 at 01:00:46 PM (GMT+0100),11/29/2022 at 03:17:37 PM (GMT+0100),Security Patch Installation,"""20300"": ""Security Patch Installation"","
20304,Oracle Database 12.2.0.1 Critical OJVM Patch Update - April 2021,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2021-2207,CVE-2021-2175,CVE-2021-2173,CVE-2019-3738,CVE-2019-3739,CVE-2019-3740,CVE-2020-5360,CVE-2021-2234",CPUAPR2021,"4,3","7,5",,03/30/2023 at 03:58:20 PM (GMT+0200),03/30/2023 at 03:58:20 PM (GMT+0200),Security Patch Installation,"""20304"": ""Security Patch Installation"","
20305,Oracle Database 12.2.0.1 Critical OJVM Patch Update - January 2020,"Oracle Authenticated Discovery, Patch Available, Malware Associated",Database,"CVE-2020-2510,CVE-2020-2511,CVE-2020-2512,CVE-2020-2515,CVE-2020-2516,CVE-2020-2517,CVE-2020-2527,CVE-2020-2731,CVE-2020-2568,CVE-2020-2569,CVE-2019-10072,CVE-2018-11784,CVE-2019-0199,CVE-2019-0221,CVE-2019-0232,CVE-2020-2518",CPUJAN2020,"9,3","8,1",,04/03/2023 at 08:10:47 PM (GMT+0200),04/03/2023 at 03:15:04 PM (GMT+0200),Security Patch Installation,"""20305"": ""Security Patch Installation"","
20310,Oracle Database 12.2.0.1 Critical OJVM Patch Update - July 2019,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2018-11058,CVE-2019-2776,CVE-2019-2799,CVE-2019-2749,CVE-2019-2753,CVE-2019-2569,CVE-2016-9572",CPUJUL2019,"7,5","9,8",,04/03/2023 at 08:08:11 PM (GMT+0200),04/03/2023 at 03:15:05 PM (GMT+0200),Security Patch Installation,"""20310"": ""Security Patch Installation"","
20311,Oracle Database 12.2.0.1 Critical OJVM Patch Update - October 2019,"Unix Authenticated Discovery, Patch Available",Database,"CVE-2019-2909,CVE-2019-2956,CVE-2019-2913,CVE-2019-2939,CVE-2018-2875,CVE-2019-2734,CVE-2018-11784,CVE-2019-2954,CVE-2019-2955,CVE-2019-2940",CPUOCT2019,"4,3","6,8",,04/03/2023 at 03:15:05 PM (GMT+0200),04/03/2023 at 03:15:05 PM (GMT+0200),Security Patch Installation,"""20311"": ""Security Patch Installation"","
20312,Oracle Database 12.2.0.1 Critical OJVM Patch Update - January 2021,"Unix Authenticated Discovery, Patch Available",Database,"CVE-2021-2035,CVE-2021-2054,CVE-2021-1993,CVE-2021-2045,CVE-2021-2000,CVE-2020-10878,CVE-2020-10543,CVE-2020-12723",CPUJAN2021,"7,5","8,8",,03/30/2023 at 08:04:50 PM (GMT+0200),03/30/2023 at 03:58:20 PM (GMT+0200),Security Patch Installation,"""20312"": ""Security Patch Installation"","
20313,Oracle Database 12.2.0.1 Critical OJVM Patch Update - October 2020,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2020-14735,CVE-2020-14734,CVE-2020-9488,CVE-2020-11022,CVE-2020-14736,CVE-2020-14741,CVE-2020-14742,CVE-2019-12900,CVE-2020-13935,CVE-2016-1000031,CVE-2018-8013,CVE-2017-7658,CVE-2019-11358,CVE-2019-16335,CVE-2020-14745,CVE-2020-14744,CVE-2020-11022,CVE-2020-14740,CVE-2017-5645,CVE-2017-12626,CVE-2018-7489,CVE-2016-5725,CVE-2019-17359,CVE-2020-14743,CVE-2020-11023",CPUOCT2020,"7,5","9,8",,04/03/2023 at 08:08:11 PM (GMT+0200),04/03/2023 at 03:15:06 PM (GMT+0200),Security Patch Installation,"""20313"": ""Security Patch Installation"","
20314,Oracle Database 12.2.0.1 Critical OJVM Patch Update - January 2022,"Oracle Authenticated Discovery, Patch Available, Malware Associated",Database,"CVE-2022-21349,CVE-2022-21291,CVE-2022-21305,CVE-2022-21360,CVE-2022-21365,CVE-2022-21282,CVE-2022-21296,CVE-2022-21299,CVE-2022-21271,CVE-2022-21283,CVE-2022-21293,CVE-2022-21294,CVE-2022-21340,CVE-2022-21341,CVE-2022-21248,CVE-2022-21393,CVE-2022-21247,CVE-2021-45105",CPUJAN2022,5,"5,9",,03/30/2023 at 08:06:53 PM (GMT+0200),03/30/2023 at 03:58:20 PM (GMT+0200),Security Patch Installation,"""20314"": ""Security Patch Installation"","
20315,Oracle Database 12.2.0.1 Critical OJVM Patch Update - July 2021,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2021-2351,CVE-2021-2328,CVE-2021-2329,CVE-2021-2337,CVE-2021-2333,CVE-2019-17545,CVE-2021-2438,CVE-2021-2334,CVE-2021-2335,CVE-2021-2336",CPUJULY2021,"7,5","9,8",,03/31/2023 at 12:04:14 PM (GMT+0200),03/30/2023 at 03:58:20 PM (GMT+0200),Security Patch Installation,"""20315"": ""Security Patch Installation"","
20316,Oracle MySQL January 2023 Critical Patch Update (CPUJAN2023),"Remote Discovery, Unix Authenticated Discovery, Patch Available",Database,"CVE-2023-21866,CVE-2023-21872,CVE-2023-21864,CVE-2023-21865,CVE-2023-21874,CVE-2022-32221,CVE-2023-21840,CVE-2023-21836,CVE-2023-21863,CVE-2023-21867,CVE-2023-21868,CVE-2023-21869,CVE-2023-21870,CVE-2023-21871,CVE-2023-21873,CVE-2023-21875,CVE-2023-21876,CVE-2023-21877,CVE-2023-21878,CVE-2023-21879,CVE-2023-21880,CVE-2023-21881,CVE-2023-21882,CVE-2023-21883,CVE-2023-21887",MySQL CPUJAN2023,"4,4","9,8",,03/30/2023 at 02:26:07 PM (GMT+0200),01/18/2023 at 05:03:04 AM (GMT+0100),Security Patch Installation,"""20316"": ""Security Patch Installation"","
20317,Oracle Database 21c Critical Patch Update - January 2023,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2021-3737,CVE-2022-42003,CVE-2023-21829,CVE-2022-39429,CVE-2020-10735,CVE-2018-25032,CVE-2023-21827,CVE-2021-37750,CVE-2022-45047,CVE-2022-42889,CVE-2020-10878,CVE-2022-1122,CVE-2021-29338,CVE-2022-3171,CVE-2022-42004,CVE-2022-21597,CVE-2023-21893",CPUJAN23,"7,5","9,8",,01/18/2023 at 07:04:24 AM (GMT+0100),01/18/2023 at 05:03:04 AM (GMT+0100),Security Patch Installation,"""20317"": ""Security Patch Installation"","
20318,Oracle Database 19c Critical Patch Update - January 2023,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2018-25032,CVE-2022-42003,CVE-2023-21829,CVE-2023-21827,CVE-2021-37750,CVE-2022-42889,CVE-2020-10878,CVE-2022-1122,CVE-2021-29338,CVE-2022-3171,CVE-2022-45047,CVE-2022-42004,CVE-2023-21893",CPUJAN23,"7,5","9,8",,01/18/2023 at 07:04:24 AM (GMT+0100),01/18/2023 at 05:03:04 AM (GMT+0100),Security Patch Installation,"""20318"": ""Security Patch Installation"","
20319,Oracle Database 19c Critical OJVM Patch Update - January 2023,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2018-25032,CVE-2022-42003,CVE-2023-21829,CVE-2023-21827,CVE-2021-37750,CVE-2022-42889,CVE-2020-10878,CVE-2022-1122,CVE-2021-29338,CVE-2022-3171,CVE-2022-39429,CVE-2022-45047,CVE-2022-42004,CVE-2023-21893",CPUJAN23,"7,5","9,8",,01/18/2023 at 07:04:24 AM (GMT+0100),01/18/2023 at 05:03:04 AM (GMT+0100),Security Patch Installation,"""20319"": ""Security Patch Installation"","
20320,IBM DB2 Multiple Vulnerabilities (6847293),"Multiple Authentication Types Discovery, Patch Available",Database,"CVE-2022-43680,CVE-2022-40674",6847293,10,"8,1",,02/07/2023 at 01:03:26 PM (GMT+0100),02/06/2023 at 02:05:22 PM (GMT+0100),Security Patch Installation,"""20320"": ""Security Patch Installation"","
20323,IBM DB2 Information Disclosure Vulnerability (6618779),"Multiple Authentication Types Discovery, Patch Available",Database,CVE-2022-22483,6618779,5,"6,5",,02/20/2023 at 07:04:16 PM (GMT+0100),02/20/2023 at 01:39:13 PM (GMT+0100),Security Patch Installation,"""20323"": ""Security Patch Installation"","
20324,Oracle E-Business Suite Remote Code Execution (RCE) Vulnerability (CPUOCT2022),"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2019-10086,CVE-2022-21587,CVE-2022-21636,CVE-2022-39428",ORACLE E-Business Suite cpuoct2022,"7,5","9,8",,02/13/2023 at 07:06:46 PM (GMT+0100),02/13/2023 at 02:08:34 PM (GMT+0100),Security Patch Installation,"""20324"": ""Security Patch Installation"","
20325,Oracle Database 12.2.0.1 Critical OJVM Patch Update - April 2020,"Oracle Authenticated Discovery, Patch Available",Database,"CVE-2020-2735,CVE-2019-17563,CVE-2020-2737,CVE-2019-2853,CVE-2020-2734",CPUAPR2018,"7,5",8,,04/03/2023 at 08:08:41 PM (GMT+0200),04/03/2023 at 03:15:06 PM (GMT+0200),Security Patch Installation,"""20325"": ""Security Patch Installation"","
20331,IBM DB2 Information Disclosure Vulnerability (6953755),"Windows Authenticated Discovery, Patch Available",Database,CVE-2022-43930,6953755,"4,9","7,5",,03/08/2023 at 07:06:44 AM (GMT+0100),03/08/2023 at 02:04:28 AM (GMT+0100),Security Patch Installation,"""20331"": ""Security Patch Installation"","
20333,IBM DB2 Multiple Buffer Overflow Vulnerabilities (2878809),"Multiple Authentication Types Discovery, Patch Available",Database,CVE-2020-4204,2875875,"7,2","7,8",,05/03/2023 at 08:05:47 PM (GMT+0200),05/03/2023 at 03:01:36 PM (GMT+0200),Security Patch Installation,"""20333"": ""Security Patch Installation"","
20336,IBM DB2 Information Disclosure Vulnerability (1116819),"Multiple Authentication Types Discovery, Patch Available",Database,CVE-2019-4524,1116819,4,"6,5",,05/12/2023 at 07:00:02 AM (GMT+0200),05/10/2023 at 03:06:15 PM (GMT+0200),Security Patch Installation,"""20336"": ""Security Patch Installation"","
20337,IBM DB2 Privilege Escalation Vulnerability (1116813),"Multiple Authentication Types Discovery, Patch Available",Database,CVE-2019-4584,1116813,4,"8,4",,05/12/2023 at 07:00:02 AM (GMT+0200),05/10/2023 at 03:06:15 PM (GMT+0200),Security Patch Installation,"""20337"": ""Security Patch Installation"","
20338,IBM DB2 Privilege Escalation Vulnerability (1115943),"Windows Authenticated Discovery, Patch Available",Database,CVE-2019-4587,1115943,4,"8,4",,05/12/2023 at 07:00:02 AM (GMT+0200),05/10/2023 at 03:06:15 PM (GMT+0200),Security Patch Installation,"""20338"": ""Security Patch Installation"","
20344,Oracle MySQL April 2023 Critical Patch Update (CPUAPR2023),"Remote Discovery, Unix Authenticated Discovery, Patch Available",Database,"CVE-2023-0215,CVE-2022-43551,CVE-2023-21980,CVE-2023-21912,CVE-2023-21946,CVE-2023-21929,CVE-2023-21911,CVE-2023-21962,CVE-2023-21919,CVE-2023-21933,CVE-2023-21972,CVE-2023-21966,CVE-2023-21920,CVE-2023-21935,CVE-2023-21945,CVE-2023-21976,CVE-2023-21977,CVE-2023-21982,CVE-2023-21953,CVE-2023-21955,CVE-2023-21940,CVE-2023-21947,CVE-2023-21913,CVE-2023-21917,CVE-2023-21963,CVE-2022-37434",MySQL CPUAPR2023,"6,8","9,8",,04/20/2023 at 04:43:30 AM (GMT+0200),04/19/2023 at 04:25:25 PM (GMT+0200),Security Patch Installation,"""20344"": ""Security Patch Installation"","
20357,Oracle MySQL July 2023 Critical Patch Update (CPUJULY2023),"Remote Discovery, Unix Authenticated Discovery, Patch Available",Database,"CVE-2023-22053,CVE-2023-22008,CVE-2023-22046,CVE-2023-22054,CVE-2023-22056,CVE-2023-21950,CVE-2023-22007,CVE-2023-22057,CVE-2023-22033,CVE-2023-22058,CVE-2023-22005,CVE-2023-22048,CVE-2023-22038",MySQL CPUJULY2023,"6,8","5,9",0.0,07/19/2023 at 05:27:04 PM (GMT+0200),07/19/2023 at 05:27:04 PM (GMT+0200),Security Patch Installation,"""20357"": ""Security Patch Installation"","
38254,Cisco IOS Malformed SNMP Message-Handling Vulnerability,"Remote Discovery, Patch Available",General remote services,"CVE-2002-0012, CVE-2002-0013",,10,'-,,04/03/2023 at 02:33:07 PM (GMT+0200),01/26/2004 at 08:32:52 PM (GMT+0100),Security Patch Installation,"""38254"": ""Security Patch Installation"","
38671,Samba Writable Share Remote Code Execution Vulnerability,"Remote Discovery, Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",General remote services,CVE-2017-7494,Samba [Announce],10,"9,8",,03/31/2023 at 02:06:42 AM (GMT+0200),05/25/2017 at 10:39:49 PM (GMT+0200),Security Patch Installation,"""38671"": ""Security Patch Installation"","
38690,CentrifyDC Samba Writable Share Remote Code Execution Vulnerability,"Unix Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",General remote services,CVE-2017-7494,Samba [Announce],10,"9,8",,03/31/2023 at 02:06:42 AM (GMT+0200),10/16/2017 at 12:51:31 PM (GMT+0200),Security Patch Installation,"""38690"": ""Security Patch Installation"","
38726,OpenSSH Username Enumeration Vulnerability,"Remote Discovery, Unix Authenticated Discovery, Patch Available, Exploit Available",General remote services,CVE-2018-15473,OpenBSDH OpenSSH,5,"5,3",,04/03/2023 at 02:33:07 PM (GMT+0200),08/17/2018 at 01:01:00 PM (GMT+0200),Security Patch Installation,"""38726"": ""Security Patch Installation"","
38791,"F5 BIG-IP ASM,LTM,APM TMUI Remote Code Execution Vulnerability (K52145254) (unauthenticated check)","Remote Discovery, Patch Available, Exploit Available, Malware Associated",General remote services,CVE-2020-5902,K52145254,10,"9,8",,01/12/2023 at 03:25:01 AM (GMT+0100),07/05/2020 at 11:08:24 PM (GMT+0200),Security Patch Installation,"""38791"": ""Security Patch Installation"","
38797,Pulse Connect Secure and Pulse Policy Secure Multiple Vulnerabilities (SA44588),"SNMP Authenticated Discovery, Patch Available, Exploit Available",General remote services,"CVE-2020-8243,CVE-2020-8238,CVE-2020-8256",SA44588,"6,5","7,2",,01/12/2023 at 07:01:21 AM (GMT+0100),10/27/2020 at 01:20:40 PM (GMT+0100),Workaround,"""38797"": ""Workaround"","
38833,"F5 BIG-IP ASM,LTM,APM Multiple vulnerabilities (K02566623) (unauthenticated check)","Remote Discovery, Patch Available, Exploit Available, Malware Associated",General remote services,"CVE-2021-22986,CVE-2021-22987,CVE-2021-22988,CVE-2021-22989,CVE-2021-22990,CVE-2021-22991,CVE-2021-22992",K02566623,10,"9,9",,01/12/2023 at 03:25:04 AM (GMT+0100),03/18/2021 at 02:37:26 AM (GMT+0100),Security Patch Installation,"""38833"": ""Security Patch Installation"","
38847,Pulse Connect Secure Multiple Vulnerabilities (SA44858),"Remote Discovery, SNMP Authenticated Discovery, Patch Available, Exploit Available",General remote services,"CVE-2021-22937,CVE-2021-22933,CVE-2021-22934,CVE-2021-22935,CVE-2021-22936,CVE-2021-22938",SA44858,"6,5","7,2",,01/12/2023 at 07:01:21 AM (GMT+0100),08/06/2021 at 03:04:24 PM (GMT+0200),Security Patch Installation,"""38847"": ""Security Patch Installation"","
38857,Samba Out-Of-Bounds Heap Read/Write Vulnerability,"Remote Discovery, Patch Available, Malware Associated",General remote services,CVE-2021-44142,Samba Security Advisory,9,"8,8",,03/04/2023 at 01:00:37 PM (GMT+0100),02/01/2022 at 03:03:53 PM (GMT+0100),Security Patch Installation,"""38857"": ""Security Patch Installation"","
38885,Samba Multiple Security Vulnerabilities,"Remote Discovery, Patch Available",General remote services,"CVE-2022-38023,CVE-2022-37966,CVE-2022-37967","CVE-2022-38023,CVE-2022-37966,CVE-2022-37967","5,1","8,1",,03/30/2023 at 04:44:01 AM (GMT+0200),03/29/2023 at 03:16:40 PM (GMT+0200),Security Patch Installation,"""38885"": ""Security Patch Installation"","
38886,Samba Weak Hashing Algorithm Vulnerability,"Remote Discovery, Patch Available",General remote services,CVE-2022-45141,CVE-2022-45141,"5,1","9,8",,03/30/2023 at 04:48:42 AM (GMT+0200),03/29/2023 at 03:16:40 PM (GMT+0200),Security Patch Installation,"""38886"": ""Security Patch Installation"","
38888,OpenSSH server 9.1 'sshd(8)' Double-Free Vulnerability,"Remote Discovery, Patch Available",General remote services,CVE-2023-25136,OpenSSH 9.1 Double free,"6,4","6,5",,03/09/2023 at 03:52:03 AM (GMT+0100),02/03/2023 at 01:22:03 PM (GMT+0100),Security Patch Installation,"""38888"": ""Security Patch Installation"","
38890,Hypertext Preprocessor (PHP) Security Update (81746),"Remote Discovery, Patch Available",General remote services,CVE-2023-0568,Sec Bug 81746,"7,5","8,1",,03/04/2023 at 04:15:38 AM (GMT+0100),03/03/2023 at 03:58:54 PM (GMT+0100),Security Patch Installation,"""38890"": ""Security Patch Installation"","
38893,OpenSSL Invalid certificate policies,"Remote Discovery, Patch Available",General remote services,"CVE-2023-0466,CVE-2023-0465,CVE-2023-0464","CVE-2023-0464,OpenSSL certificate",5,"7,5",,05/18/2023 at 08:04:30 PM (GMT+0200),05/18/2023 at 02:43:54 PM (GMT+0200),Security Patch Installation,"""38893"": ""Security Patch Installation"","
38894,Open Secure Sockets Layer (OpenSSL) Multiple Vulnerabilities,"Remote Discovery, Patch Available, Exploit Available",General remote services,"CVE-2023-0286,CVE-2023-0215,CVE-2022-4304,CVE-2023-0401,CVE-2023-0217,CVE-2023-0216,CVE-2022-4203,CVE-2022-4450",OpenSSL,"9,4","7,5",,06/02/2023 at 03:00:01 AM (GMT+0200),05/18/2023 at 02:43:54 PM (GMT+0200),Security Patch Installation,"""38894"": ""Security Patch Installation"","
38895,Open Secure Sockets Layer (OpenSSL) Command Injection Vulnerability,"Remote Discovery, Patch Available, Exploit Available",General remote services,CVE-2022-2068,CVE-2022-2068,10,"9,8",,06/01/2023 at 02:01:14 PM (GMT+0200),05/18/2023 at 02:43:54 PM (GMT+0200),Security Patch Installation,"""38895"": ""Security Patch Installation"","
38896,OpenSSH Sensitive Information Disclosure Vulnerability,"Remote Discovery, Patch Available",General remote services,CVE-2023-28531,OpenSSH Advisory,"7,5","9,8",,05/23/2023 at 04:54:59 AM (GMT+0200),05/22/2023 at 03:28:17 PM (GMT+0200),Security Patch Installation,"""38896"": ""Security Patch Installation"","
38900,OpenSSH Public-Key Authentication Vulnerability,"Remote Discovery, Patch Available",General remote services,CVE-2021-36368,OpenSSH 8.9,"2,6","3,7",0.0,07/19/2023 at 05:27:07 PM (GMT+0200),07/19/2023 at 05:27:07 PM (GMT+0200),Security Patch Installation,"""38900"": ""Security Patch Installation"","
38901,OpenSSH Command Injection Vulnerability,"Remote Discovery, Patch Available, Exploit Available",General remote services,CVE-2020-15778,openssh,"6,8","7,8",0.0,08/20/2023 at 10:00:01 PM (GMT+0200),07/19/2023 at 05:27:07 PM (GMT+0200),Security Patch Installation,"""38901"": ""Security Patch Installation"","
38902,OpenSSH Man-in-the-Middle (MITM) Attack Vulnerability,"Remote Discovery, Patch Available",General remote services,CVE-2020-14145,CVE-2020-14145,"4,3","5,9",0.0,07/19/2023 at 05:27:07 PM (GMT+0200),07/19/2023 at 05:27:07 PM (GMT+0200),Security Patch Installation,"""38902"": ""Security Patch Installation"","
38903,OpenSSH Probable User Enumeration Vulnerability,"Remote Discovery, Patch Available, Exploit Available",General remote services,CVE-2016-20012,OpenSSH 8.8,"4,3","5,3",0.0,07/20/2023 at 08:01:54 AM (GMT+0200),07/19/2023 at 05:27:07 PM (GMT+0200),Security Patch Installation,"""38903"": ""Security Patch Installation"","
38904,OpenSSH Remote Code Execution (RCE) Vulnerability in its forwarded ssh-agent,"Remote Discovery, Patch Available, Exploit Available",General remote services,CVE-2023-38408,OpenSSH 9.3p2,10,"9,8",0.0,08/12/2023 at 02:00:01 AM (GMT+0200),07/20/2023 at 12:05:58 AM (GMT+0200),Security Patch Installation,"""38904"": ""Security Patch Installation"","
38905,OpenSSH Improper Authorization Vulnerability (CVE-2017-15906),"Remote Discovery, Patch Available",General remote services,CVE-2017-15906,OpenSSH 7.6,5,"5,3",0.0,08/07/2023 at 09:00:02 AM (GMT+0200),07/24/2023 at 04:15:05 PM (GMT+0200),Security Patch Installation,"""38905"": ""Security Patch Installation"","
38906,OpenSSH Improper Failed Cookie Generation Handling Vulnerability (CVE-2016-1908),"Remote Discovery, Patch Available",General remote services,CVE-2016-1908,OpenSSH 7.2,"7,5","9,8",0.0,08/09/2023 at 09:00:01 AM (GMT+0200),07/24/2023 at 04:15:05 PM (GMT+0200),Security Patch Installation,"""38906"": ""Security Patch Installation"","
38907,OpenSSH User Enumeration Vulnerability (CVE-2016-6210),"Remote Discovery, Patch Available, Exploit Available",General remote services,CVE-2016-6210,OpenSSH 7.3,"4,3","5,9",0.0,08/18/2023 at 10:00:01 PM (GMT+0200),07/24/2023 at 04:15:05 PM (GMT+0200),Security Patch Installation,"""38907"": ""Security Patch Installation"","
43506,"Intel Active Management Technology, Intel Small Business Technology, and Intel Standard Manageability Privilege Escalation Vulnerability","Remote Discovery, Windows Authenticated Discovery, Patch Available, Exploit Available, Malware Associated",Hardware,CVE-2017-5689,INTEL-SA-00075,10,"9,8",,03/04/2023 at 01:00:37 PM (GMT+0100),05/02/2017 at 11:26:18 PM (GMT+0200),Security Patch Installation,"""43506"": ""Security Patch Installation"","
